"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","Consensus"
"de986328cfc084c2f36fe945684798de","Eukaryota","Archaeplastida","Chloroplastida","Charophyta","Phragmoplastophyta","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Magnoliophyta","Zostera marina","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dea11a4044380bc6cec2b4518cd98804","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Lophophorata","Brachiopoda","Phoroniformea","Actinotrocha harmeri","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"debace186d8ad6f8e598c7b978d487a3","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Aphelidea","uncultured","uncultured Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dec813504bb64a6e08ede98b63a1609e","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidinium","Protoperidinium monovelum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"decbdcbf954f528aaa1987f368e14662","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Pythium","Pythium ultimum DAOM BR144","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"ded2c7b05599a3de42111c3b88203186","Eukaryota","SAR","Rhizaria","Cercozoa","Glissomonadida","Heteromita","Bodomorpha sp. HFCC56","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"defeca3d66c8ab74dfbdb5aca162b36e","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporales","Mycosphaerella mycopappi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df0c738bb200064413cb95d890043f9e","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df0f74b4ffbce93bc6a1fa30ba22c630","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella dispersa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df109dbf651e6f5c41c831a8205f1619","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Lophophorata","Brachiopoda","Phoroniformea","Actinotrocha harmeri","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df2d48a9e95cd761d7cb62e70b531dc7","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df3a1f668dc484a79dc966012d6fd2f5","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytrium","Thraustochytrium multirudimentale","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df3dad3deec9eccd0e9f2069ac7abf1d","Eukaryota","SAR","Alveolata","Apicomplexa","Novel Apicomplexa Class 2","Polyplicarium curvarae","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df5099a8a098a3fd14693abad4d85af6","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Saccharomycotina","Saccharomycetes","Saccharomycetales","Incertae Sedis","Starmerella-Candida clade","[Candida] lactis-condensi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df53b4623e41760013990e3353affbb9","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df5cb8914370d6f8cd2963d4ab3fcafd","Eukaryota","Archaeplastida","Chloroplastida","Charophyta","Phragmoplastophyta","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Pinophyta","Afrocarpus gracilior","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df62b121907d2921ec727c5f8fd79323","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df6d092d9b42617f06c760a22504a2cc","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Pinnularia","Caloneis sp. SantaRosa cor.green oblongpennA1","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df752e3edfc786a58a3f07086f3c2e35","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df7f4f3168f5d1566520c829bea04520","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata","Phyllodocida","Brania pusilla","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df8588ced969f928f8c8f01e64f2957e","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina","Monhysterina_infraorder","Sphaerolaimoidea","Xyalidae","Theristus","1"
"df8d1d1139b3b469535b3a8524ea4e29","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Bipolaris maydis ATCC 48331","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"df985fa4009a7d3febcff60f397b0672","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Thaumatomonadida","Peregriniidae","D2P04A09","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfa6fc836d352eaad18c11965cd54836","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfaa30f4ee87dd7dfa5a3af165cef98a","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Phytophthora","Phytopythium carbonicum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfab307216afe002ddf1096a85756d56","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina","Desmodorina_infraorder","Microlaimoidea","Microlaimidae","Microlaimus","1"
"dfaee904a37ed75b251c02538c297f1c","Eukaryota","SAR","Rhizaria","Cercozoa","Novel Clade 2","uncultured marine picoeukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfb5d7cdc9bc1495f20298ef92f3a00f","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfbfc1f51c154a0a9920bd06c6bd13c2","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Cocconeis","Cocconeis placentula","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfc86caf519edbb1f45983c8555d5e77","Eukaryota","SAR","Alveolata","Ciliophora","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfd2dc09c7b3ad5512db130b931e36f1","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Paragymnodinium","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfd68f62ed1617196d63e5fe645ebc17","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfddbc61c7e6a11324bb467c8e14e25a","Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","uncultured","uncultured Rhizaria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"dfff9ef97d7c3b9c47aeb78e4f3db24d","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e00322c6617e7602b1a2458fc14bda66","Eukaryota","Archaeplastida","Chloroplastida","Charophyta","Phragmoplastophyta","Streptophyta","Embryophyta","Tracheophyta","Monilophyta","Polypodiales","Odontosoria","Odontosoria chinensis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e006433809516f2a45f432098700fef9","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Chromadorida","Chromadorina","Chromadorina_infraorder","Chromadoroidea","Chromadoridae","Dichromadora","1"
"e02729bd49848e8a2012b022d1b64923","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Gomphonema rosenstockianum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e029fb072cfe7497cacec56b47e3dfc4","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e034e20cfaea59e5c1b9e4796bbe1eab","Eukaryota","SAR","Rhizaria","Cercozoa","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e03f68eaf72d58faf047f7e0f02906b0","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina","Desmodorina_infraorder","Microlaimoidea","Microlaimidae","Microlaimus","1"
"e0460f707efea9302ce28f0eb549e59d","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e048fe64c9ed9639062642d93a9b54b9","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e04e439be2ab954855b31c1aed049138","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus candidus","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e0a31726ee0da73f57cfe9d4a7f6cfa1","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Pentapharsodinium tyrrhenicum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e0c347d1accc1fb1de14f5fa613baade","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina","Desmodorina_infraorder","Desmodoroidea","Desmodoridae","Bradylaimus","1"
"e0e4ca8190e5c6a74f614cd344d82100","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1001b136f95aac0730d7b2271d25718","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e100d0d9b7869d3de71b3c3b89a7c457","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e10f558ca0e1ed94b85477bad284109f","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Terschellingia","1"
"e1335e07060337185114a556d346bcb5","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Archigregarinorida","Selenidium","Selenidium pygospionis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1409fd0550620c25e2bfa72d35bd2fc","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e141cfa2ea4bf5f9fdfa986788a12591","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes","Filobasidiales","Filobasidiaceae","uncultured","uncultured fungus","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1461fb726cac90583c011df8e6b7696","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus bisporus","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e15cbf869c8c6fd7d5512838e1ad59b3","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e15da87c14bc28fbb3a898fd1cdf238f","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Terschellingia","1"
"e1774bd53d5f3917ba939f6cd36d1416","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e177fc2932453824bfe149187b59873b","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","Scrippsiella","Scrippsiella trochoidea","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e17b5d62a5e7ad6ddc91d29876d24eb1","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidinium","Protoperidinium leonis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1965577ca0c7bb464f610b7d2e811d3","Eukaryota","Amorphea","Amoebozoa","Incertae Sedis","Breviatea","NAMAKO-2","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1b4eda0540be15dbd0de0a7ac49deb5","Eukaryota","SAR","Rhizaria","Cercozoa","Glissomonadida","Heteromita","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1c738fe6e02d2fa5dd736a1f85a9a54","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1dadaf597cb79e3197d42d5c9529ddb","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Labyrinthuloides","Thraustochytriidae sp. SEK 690","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1ee1b5b21fc9b380fd29a193e1f9284","Eukaryota","SAR","Rhizaria","Cercozoa","Vampyrellidae","uncultured","uncultured freshwater eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e1fcbb88650f8ba9c47ff75a5b0b5296","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina","Desmodorina_infraorder","Microlaimoidea","Microlaimidae","Calomicrolaimus","1"
"e1ff1b8083d05060ec136d7c01cbb7f5","Eukaryota","Amorphea","Amoebozoa","Incertae Sedis","Apusomonadidae","Apusomonas","Apusomonas proboscidea","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e205e8e74f0f7e1d95635eff4e870c66","Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e2109a763b42243696d76dfcce718175","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e211235d1c8aff8e238befac58ea1624","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Thaumatomonadida","Peregriniidae","D2P04A09","uncultured marine picoeukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e22220ea1aa1c92c46db179184bf020b","Eukaryota","SAR","Rhizaria","Cercozoa","Novel Clade 2","uncultured marine picoeukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e2418f61e8ab1332ad1a7779615625c8","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e257906d23bebba9e0bd9dfa01b67230","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina","Monhysterina_infraorder","Monhysteroidea","Monhysteridae","Unassigned","1"
"e25832b10c10a259d1aab2bb61e14718","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Cryptomycota","LKM11","uncultured fungus","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e258c23e6067277200ad4757a1552524","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e2596f5e510aa922274cca7b81d46f1b","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Eurotiomycetes","Onygenales","Gymnoascaceae","Arachniotus","Arachniotus ruber","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e25d94dc541cf41f9af1b14211a3e3cd","Eukaryota","SAR","Rhizaria","Cercozoa","uncultured","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e26186f6c0b9ff85947b8b523e17639c","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e28ec0138b7980ac9f03818fc6131c7c","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Euglyphida","uncultured","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e2b5416e77b9d2a798e1c42962847ab6","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e2bc951f598881f5b219aff0adac87bf","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e2bd579aaa768a38a480777dc3d36ed1","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"e2c36340af6c015df52c0ee325ce68e3","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","uncultured","uncultured labyrinthulid","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
